prune2,prune4,base,prune6,quantize4,quantize2
49.3393816947937,7.395995378494263,17.124157428741455,52.16539978981018,34.41654562950134,40.01430296897888
48.29867887496948,7.369932889938354,16.999626874923706,45.83331298828125,29.168612241744995,29.606642961502075
52.54944896697998,7.442898988723755,17.15343689918518,52.59839844703674,24.07876467704773,27.644299030303955
52.33134508132935,7.375844955444336,16.99299907684326,58.72862267494202,24.45785903930664,28.749956846237183
49.98306488990784,7.392096519470215,17.326664686203003,52.64406108856201,27.577765941619877,24.1762752532959
48.85206413269043,7.373283386230469,17.375046491622925,53.1935977935791,31.503692626953125,25.642446041107178
57.15645623207092,7.557981014251709,15.619864463806152,55.98242402076721,27.444486379623413,26.346455574035645
52.19741249084473,7.450745582580566,15.532296657562256,49.89165830612183,24.91662907600403,28.384673595428467
51.85131216049194,7.333044767379761,14.5415358543396,52.00702452659607,23.75032758712769,27.532347679138184
59.8240213394165,7.431915760040283,15.811147212982178,66.70228862762451,21.75878882408142,28.881967306137085
55.07498097419739,7.382380962371826,16.243215560913086,59.197526931762695,21.154276847839355,24.816993951797485
47.31531476974487,7.45116114616394,13.43467378616333,49.77428936958313,21.573171138763428,21.00388264656067
47.284311294555664,7.365345239639282,12.971595525741575,45.50769448280335,20.514264345169067,22.072185516357425
55.76419997215271,7.439642667770386,13.080182075500488,24.693426370620728,20.716540575027462,23.68204641342163
50.63362789154053,7.391292333602905,13.376640796661375,44.4727041721344,15.998804569244385,23.039055824279785
49.330092906951904,7.306002855300903,13.169511318206789,40.95779466629028,21.606439113616943,20.974210262298584
40.00995588302612,5.29826807975769,8.453691244125366,33.06646990776062,13.850387573242188,15.315294981002808
