distil,none,qfloat8,prune2,prune6,prune4,qint8
30.37980008125305,66.73928022384644,257.9826412200928,74.70617866516113,101.6059708595276,109.75444769859314,147.5247163772583
29.261163473129272,63.30549192428589,149.8901493549347,72.00672006607056,101.25029969215392,111.68571662902832,144.2365529537201
29.27694797515869,65.80684185028076,152.3454291820526,71.64637994766235,106.02738285064696,117.46246886253356,148.0011773109436
29.033958196640015,61.73452162742615,158.62093925476074,69.61388850212097,99.83326745033264,108.94154906272888,142.49109435081482
29.624726057052612,65.436105966568,157.75029349327087,73.32300615310669,104.8238649368286,117.63168692588806,149.7332615852356
29.92832350730896,64.32134890556335,152.14068007469177,74.24405574798584,108.19195985794067,119.80678081512453,147.41518354415894
29.203282833099365,65.08249926567078,156.73831939697266,74.27173066139221,104.93978714942932,114.52868676185608,149.2642171382904
30.993399620056152,72.63939452171326,167.15068745613098,78.48220229148865,114.37033367156982,121.96881556510924,157.2284038066864
30.289830923080444,68.11515045166016,162.03066158294678,76.73094201087952,109.84666013717651,111.34237146377563,154.5769805908203
29.04360556602478,64.27358937263489,151.8451325893402,73.39722752571106,99.21494603157043,106.45210671424866,144.80542635917664
29.41559600830078,65.54837560653687,156.8955979347229,75.4516589641571,99.87864470481873,120.09220123291016,148.27280926704407
33.26190972328186,77.55907487869263,172.50553846359253,86.22147750854492,113.7381513118744,134.54715275764465,164.75145745277405
34.7082724571228,94.91683316230774,198.0479671955109,102.44224405288696,147.2861168384552,148.46343660354614,196.1507563591003
31.194915533065796,71.44376397132874,163.76919412612915,81.54452586174011,111.20195698738098,114.01551461219788,153.50776028633118
30.56826877593994,67.18809676170349,162.73419857025146,78.00889754295349,110.67163634300232,121.79263138771056,152.85586595535278
30.2098970413208,66.16283226013184,157.63286018371582,76.29949307441711,105.90083408355711,121.99185299873352,149.75379490852356
31.354461431503296,79.8301146030426,181.75579524040225,90.8706521987915,129.19110488891602,145.46795654296875,172.58148622512817
31.891630172729492,72.21603155136108,160.37828731536865,79.39616084098816,110.66475200653076,115.37828397750854,153.21645760536194
33.20888423919678,82.96560263633728,180.65421724319455,90.2812385559082,132.08936023712158,130.06028628349304,168.79423570632937
30.68674898147583,64.93707227706909,151.25537252426147,74.38963580131531,103.65547466278076,118.8925449848175,142.1687948703766
32.763203859329224,73.95044326782227,164.00062727928162,73.46884250640869,109.26666569709778,138.87035202980042,153.65677332878113
32.86120104789734,69.5428855419159,157.14757704734802,70.9996964931488,101.1659984588623,128.34192156791687,148.89828300476074
37.07820272445679,91.4182744026184,195.50963854789737,91.11851978302002,142.53127074241638,155.3768277168274,188.49068760871887
32.434656381607056,71.52052593231201,163.01367259025574,72.89461016654968,116.1015293598175,109.99937510490416,155.61801862716675
29.961085081100464,69.49081063270569,159.601092338562,69.50944304466248,112.846741437912,109.46262907981873,149.95622634887695
34.27496385574341,88.2434720993042,187.5373191833496,87.28351759910583,143.59495663642883,131.76863312721252,184.05649042129517
27.930158853530884,66.09196448326111,150.71371793746948,66.51456379890442,95.90995836257936,96.57113766670228,144.9049346446991
27.92812204360962,66.2200756072998,145.65329957008362,63.41650152206421,100.07102847099304,89.86048793792725,137.11141729354858
31.45962643623352,73.03574061393738,156.27996230125427,71.81264424324036,112.46265983581544,104.73979425430298,151.41717958450317
29.82439541816711,65.86768078804016,147.0906846523285,68.9662127494812,94.71976828575134,90.4991488456726,136.70299315452576
29.434484004974365,74.4940869808197,162.90124320983887,77.13485550880432,115.43648266792296,99.44466781616212,152.9925651550293
34.04498362541199,89.46637964248657,189.13286662101743,91.75888061523438,127.64105725288393,120.7586750984192,180.2056574821472
31.79211902618408,79.44946551322937,171.396404504776,81.66191029548645,112.45039892196657,120.88767743110655,165.68834519386292
31.24875235557556,71.0935435295105,154.30001974105835,73.13180375099182,92.34880661964417,96.17149353027344,148.57241487503052
31.063860654830933,70.88124108314514,159.85873985290527,72.94532656669617,91.52136611938477,100.17046165466309,149.92321372032166
30.68999147415161,69.85576343536377,156.26795101165771,72.17057490348816,93.1545069217682,94.30704498291016,148.07728147506714
32.44869661331177,71.8687527179718,163.23577094078064,73.77580690383911,107.8221344947815,104.86506175994872,152.02859044075012
31.24365830421448,66.3897819519043,155.0837016105652,72.0033311843872,91.1633710861206,102.19304180145264,150.6582007408142
33.430103063583374,84.24400091171265,193.14039134979248,90.84822368621826,124.53713083267212,132.23471236228943,184.02772402763367
33.50260853767395,71.5544445514679,172.33661365509033,79.20320868492126,108.11422038078308,114.63324522972108,162.9885015487671
31.392065286636353,68.97875738143921,166.12622213363647,74.58466506004333,101.6475670337677,106.64746809005736,155.96221017837524
29.83110499382019,64.35742235183716,155.6473639011383,67.41168141365051,95.39393472671507,95.14169049263,148.1446795463562
29.438852310180664,61.85076332092285,151.43660950660706,67.20318388938904,91.24753499031068,94.76500034332275,142.89624547958374
31.192095518112183,68.0668215751648,163.8177993297577,76.52079010009766,101.66636395454408,128.59941482543945,156.1828052997589
30.97979736328125,65.23643207550049,161.6221022605896,78.04696369171143,97.6244592666626,118.95020794868468,153.27288675308228
31.246554374694824,63.97073531150818,151.24715089797974,74.9950602054596,94.44543623924255,118.90640020370483,150.27944350242615
31.977657556533813,62.80315542221069,147.77430295944214,76.72287797927856,93.13396739959715,109.65724635124208,145.36668300628662
33.120195150375366,68.55030632019043,163.0229709148407,81.98804903030396,134.22980737686157,119.62240695953368,151.40555596351624
32.004430532455444,64.25245547294617,156.18285608291626,76.56630086898804,120.3395459651947,110.87359023094176,148.53074407577515
35.21940517425537,83.75571274757385,186.779958486557,92.71234965324402,151.64050269126892,143.1297435760498,173.8821885585785
30.90693998336792,66.23358273506165,158.01878428459167,73.6457188129425,119.84767270088196,114.30488562583923,151.1438763141632
32.44614911079407,74.49861073493958,177.9553725719452,81.38366460800171,144.21752882003784,135.9898717403412,165.99238657951355
30.01016330718994,64.92267775535583,158.1663999557495,75.93205451965332,123.15501475334167,113.71647548675536,151.58920049667358
33.67585206031799,88.68718481063843,202.62558960914612,92.68899416923524,156.1395924091339,156.03310132026672,190.62259984016416
32.20548987388611,73.65268063545227,173.44921112060547,78.95017862319946,136.96380019187927,130.68772959709167,161.9749014377594
31.919766664505005,68.38813591003418,165.25801372528076,76.29307341575623,125.40143728256226,123.25195908546448,154.84341526031494
32.03548502922058,72.02132678031921,165.8584427833557,77.98132395744324,126.2521436214447,124.58685183525084,158.1284990310669
30.32771611213684,73.17779111862183,167.28909254074097,78.56009531021118,121.83738493919373,128.5600163936615,156.0072455406189
28.92898750305176,64.30038785934448,152.99645447731018,71.67326784133911,110.26093220710754,109.45936632156372,141.0903022289276
33.366841316223145,100.21079397201538,204.48375749588013,102.1264944076538,166.03992366790771,159.58646178245544,184.93789935112
33.146934270858765,73.02395796775818,164.21909618377686,82.909006357193,125.94625186920166,121.0689742565155,149.8927276134491
32.561147928237915,77.48880624771118,172.03795766830444,86.93964266777039,146.04970264434814,133.26258850097656,155.87810492515564
31.74922251701355,75.21069598197937,166.9995663166046,87.92311334609985,140.86594820022583,127.68870544433594,147.91225790977478
32.318684816360474,77.41071701049805,171.60607266426086,86.99255752563477,133.94541454315186,129.5316240787506,129.90411734580994
34.32933330535889,79.64441990852356,174.26830744743347,86.33437442779541,142.10240840911865,130.3039836883545,128.57335352897644
31.02753782272339,65.94269466400146,154.21575546264648,74.84178638458252,126.22413635253906,114.35989546775818,115.27799987792967
32.14014005661011,69.61414504051208,158.18112564086914,76.51745057106018,123.66417932510376,110.71049666404724,119.80350518226624
33.46183657646179,82.19965744018555,179.28444409370422,84.53774046897888,142.81974697113037,116.594703912735,127.09032392501832
32.15084362030029,85.81435441970825,185.5962197780609,87.75276327133179,160.7616949081421,127.8688473701477,130.98597693443298
29.68451046943665,72.15026092529297,161.54458785057068,74.11546492576599,100.8505232334137,122.59983658790588,120.10273337364195
32.85603070259094,83.03260779380798,180.70423531532288,85.50755667686462,117.07938289642334,393.0024402141571,133.3535761833191
33.8553671836853,88.70427632331848,189.70997381210327,90.82087206840517,155.4133951663971,281.24221682548523,135.6093966960907
30.482948303222656,68.63613796234131,158.19331526756287,75.0206663608551,371.76876044273376,299.1024272441864,122.31779623031616
39.460315227508545,104.97141480445862,223.0505096912384,115.69542980194092,811.8745148181915,384.62669944763184,158.00118732452393
33.68538951873779,79.39907455444336,185.41096711158752,91.24810099601746,670.8196697235107,288.4702470302582,136.76100635528564
28.64133048057556,60.503190994262695,148.0036358833313,71.678297996521,113.00175094604492,161.91578650474548,123.69266080856325
30.727732181549072,70.753977060318,160.54921102523804,79.51164531707764,127.68414998054504,120.3762526512146,124.63650727272034
31.284478664398193,70.52657890319824,163.53653597831726,78.6381893157959,129.74793887138367,123.68572449684144,130.6920931339264
31.396802186965942,73.383615732193,167.2239830493927,80.06977438926697,125.97048497200012,126.2930383682251,131.78254461288452
29.328872680664062,65.17162585258484,157.07211637496948,72.85063052177429,90.71891164779665,112.06227803230286,129.7137372493744
30.44816422462463,68.61604309082031,158.99523997306824,75.40822243690491,97.79507207870483,96.96588516235352,130.1653323173523
32.199952602386475,69.85148787498474,162.60861492156982,77.38797736167908,120.0292112827301,100.0947756767273,130.50922632217407
30.18107771873474,63.88532304763794,153.02951526641846,72.24883842468262,117.4991900920868,100.7027530670166,128.7739553451538
31.231156826019287,65.20614552497864,153.51643085479736,69.98461961746216,125.12776017189026,113.57707619667052,133.07843232154846
31.81617259979248,67.64301466941833,157.32087802886963,72.00433492660522,126.70437955856325,113.54631233215332,131.98261547088623
32.411879539489746,79.9911036491394,180.17194199562073,85.55121183395386,149.59357857704163,133.81148195266724,143.76058650016785
31.774544954299927,71.06384491920471,165.48241710662842,79.35754609107971,129.65787959098816,122.4350016117096,131.13158893585205
31.15553903579712,72.91227340698242,162.16938042640686,79.9668288230896,129.1507785320282,120.33982157707214,122.06004285812378
32.29467439651489,73.97714352607727,169.64932489395142,80.8806164264679,134.57582879066467,122.07211470603944,120.7591028213501
30.789953231811523,71.53230595588684,156.508038520813,76.89632487297058,118.23430395126344,116.50653862953186,114.06054091453552
31.644010305404663,71.40493416786194,156.46862721443176,76.82631230354309,120.62611413002014,112.07185816764832,112.84518694877625
32.95228576660156,77.93587613105774,166.11650204658508,85.58927702903748,135.59201979637146,123.2360987663269,120.15614104270936
34.201990604400635,84.61488056182861,180.51513481140137,97.7341980934143,550.2435965538025,140.73468804359436,128.9798777103424
33.37352252006531,82.22029662132263,173.6735801696777,94.14675855636597,607.0614864826202,134.43793487548828,124.39483642578124
30.52790403366089,70.66795349121094,151.81785535812378,80.26743245124817,550.4686515331268,550.4374663829803,117.74974799156188
31.080159425735474,75.87399411201477,163.155677318573,81.25943517684937,638.1603858470917,561.5613815784454,124.11107969284058
32.188483238220215,84.77974820137024,185.7923231124878,90.07115960121155,715.7493860721588,705.6061227321625,129.48144936561584
33.95726823806763,89.49256777763367,195.64063334465027,95.5452344417572,877.4216523170471,684.513659954071,137.5322036743164
32.236507177352905,69.54105639457703,161.76515817642212,75.6302719116211,656.3117499351501,408.6105570793152,117.66720986366272
30.32484245300293,62.3572838306427,148.7391345500946,71.82888102531433,734.6761319637299,439.0749099254608,109.2709288597107
28.810315132141113,65.38530707359314,157.14974212646484,73.81923723220825,511.08330821990967,510.5293869972229,121.82980251312256
27.747403621673584,66.31872415542603,155.45909595489502,73.61628437042236,528.4425148963928,447.56258368492126,123.72997093200684
29.70124363899231,66.71167325973511,159.5904815196991,74.68010473251343,105.12303113937378,412.1644394397736,127.14383101463318
32.655827045440674,86.17386984825134,185.63842368125916,89.90679669380188,132.9967348575592,523.6810653209686,146.27881932258606
32.49406623840332,80.73488879203796,171.49569487571716,83.70544075965881,118.17442035675047,427.6362719535827,137.26331853866577
29.81822204589844,65.20218563079834,150.60727953910828,70.46629190444946,220.76540160179135,222.19603943824768,124.66340208053587
28.913004159927368,67.76007342338562,148.8490149974823,67.36617732048035,410.77747559547424,215.2423684597015,121.63856768608092
28.518721342086792,68.54234600067139,148.20540833473206,69.80315852165222,450.0355648994446,223.390243768692,117.26642870903017
