quantize8,prune4,quantize4,prune2,base,prune6,quantizef8
0.020545482635498,0.0104713439941406,0.0318527221679687,0.0102467536926269,0.0201966762542724,0.0102450847625732,0.0199785232543945
0.0202662944793701,0.0099997520446777,0.0294930934906005,0.0104107856750488,0.0201416015625,0.0120761394500732,0.0205020904541015
0.0203204154968261,0.010387897491455,0.0294470787048339,0.0101490020751953,0.0214495658874511,0.0100886821746826,0.0199561119079589
0.0208375453948974,0.0099048614501953,0.0302915573120117,0.0102159976959228,0.0205459594726562,0.0099031925201416,0.0199429988861084
0.0196998119354248,0.0101349353790283,0.0296924114227294,0.010319709777832,0.0199685096740722,0.0102748870849609,0.0198962688446044
0.019700288772583,0.0101642608642578,0.0314283370971679,0.0109541416168212,0.0198855400085449,0.0098359584808349,0.0201690196990966
0.0200161933898925,0.010007619857788,0.0302283763885498,0.0116500854492187,0.0201964378356933,0.0098745822906494,0.0217890739440917
0.0201892852783203,0.01129150390625,0.0300719738006591,0.0102641582489013,0.0218386650085449,0.0098812580108642,0.0200757980346679
0.0218374729156494,0.0101401805877685,0.0299501419067382,0.0101943016052246,0.020216941833496,0.0102095603942871,0.0199110507965087
0.0204815864562988,0.0100319385528564,0.03013277053833,0.0100836753845214,0.0201578140258789,0.0099141597747802,0.0213892459869384
0.0202672481536865,0.0103604793548583,0.0304460525512695,0.0102019309997558,0.0198607444763183,0.0098237991333007,0.0214531421661376
0.0202851295471191,0.0101203918457031,0.0305001735687255,0.0113275051116943,0.0201129913330078,0.0114941596984863,0.0247671604156494
0.0204522609710693,0.0114281177520751,0.0304946899414062,0.0101115703582763,0.020625352859497,0.0104756355285644,0.0201106071472167
0.0216400623321533,0.0107386112213134,0.0301821231842041,0.0100905895233154,0.020179271697998,0.0102524757385253,0.0204875469207763
0.0199549198150634,0.0107979774475097,0.02992844581604,0.0101165771484375,0.0200371742248535,0.0102670192718505,0.0202541351318359
0.020266056060791,0.0106284618377685,0.0318384170532226,0.0099716186523437,0.0201153755187988,0.0099244117736816,0.0202250480651855
0.0198566913604736,0.0106217861175537,0.0300326347351074,0.0101771354675292,0.0197486877441406,0.0106658935546875,0.0265216827392578
0.0202083587646484,0.011958360671997,0.0298867225646972,0.010190725326538,0.0226922035217285,0.0099406242370605,0.0198907852172851
0.0218226909637451,0.0104339122772216,0.0299217700958251,0.010143756866455,0.0199439525604248,0.0101923942565917,0.0199582576751709
0.0196931362152099,0.010345458984375,0.0296871662139892,0.010190725326538,0.0200824737548828,0.0099451541900634,0.0201833248138427
0.0198261737823486,0.0103051662445068,0.0318799018859863,0.0102851390838623,0.0199065208435058,0.009814977645874,0.020545482635498
0.0201292037963867,0.0102190971374511,0.0301663875579834,0.0116167068481445,0.0199122428894042,0.0110960006713867,0.0201084613800048
0.019808292388916,0.0111010074615478,0.029991865158081,0.0101377964019775,0.0198626518249511,0.00974702835083,0.0201828479766845
0.020472764968872,0.0102202892303466,0.0299327373504638,0.0101337432861328,0.0197348594665527,0.0098240375518798,0.0201032161712646
0.0198187828063964,0.0103657245635986,0.0299444198608398,0.0101833343505859,0.0197227001190185,0.00982666015625,0.0198626518249511
0.0199780464172363,0.0102248191833496,0.0317449569702148,0.0103039741516113,0.0199604034423828,0.0098476409912109,0.0227656364440917
0.0199623107910156,0.0100605487823486,0.0303795337677001,0.0105342864990234,0.0217084884643554,0.0112485885620117,0.0197508335113525
0.0198354721069335,0.0119640827178955,0.0302016735076904,0.0101337432861328,0.0202579498291015,0.0098226070404052,0.0202081203460693
0.0216104984283447,0.0106899738311767,0.030043601989746,0.0102121829986572,0.0197870731353759,0.0097341537475585,0.0199899673461914
0.0200605392456054,0.0100183486938476,0.0300543308258056,0.0108675956726074,0.0200717449188232,0.0097336769104003,0.019895315170288
0.0198407173156738,0.0101234912872314,0.0306594371795654,0.0102880001068115,0.0198810100555419,0.0098323822021484,0.023287296295166
0.0196361541748046,0.0099995136260986,0.0300853252410888,0.0115952491760253,0.0209851264953613,0.0118603706359863,0.0213043689727783
0.0198907852172851,0.0099892616271972,0.0299999713897705,0.0101900100708007,0.0202093124389648,0.0098135471343994,0.021399974822998
0.0211153030395507,0.0120711326599121,0.0302157402038574,0.0102298259735107,0.0203747749328613,0.010155439376831,0.0205986499786376
0.0201084613800048,0.0103917121887207,0.030745506286621,0.0099880695343017,0.0203628540039062,0.0096948146820068,0.021808385848999
