03/26/2025 01:44:25 - WARNING - __main__ -   Process rank: -1, device: cpu, n_gpu: 1, distributed training: False, 16-bits training: False
03/26/2025 04:35:47 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:35:55 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:03 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:12 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:28 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:36 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:44 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:36:52 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:00 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:09 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:17 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:25 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:42 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:50 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:37:58 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:06 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:23 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:31 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:39 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:48 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:38:56 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:04 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:12 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:29 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:37 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:45 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:39:54 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:02 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:10 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:18 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:26 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:34 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:43 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:51 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:40:59 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:08 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:24 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:32 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:40 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:41:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:06 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:23 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:31 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:39 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:48 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:42:56 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:04 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:12 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:28 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:37 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:45 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:43:53 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:01 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:10 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:18 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:26 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:35 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:43 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:51 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:44:59 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:08 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:25 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:45:58 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:06 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:15 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:23 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:31 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:39 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:47 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:46:55 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:04 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:12 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:29 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:38 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:46 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:47:54 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:02 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:11 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:19 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:27 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:35 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:43 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:48:51 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:00 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:08 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:24 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:49:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:05 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:22 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:30 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:39 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:47 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:50:55 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:03 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:11 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:28 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:36 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:44 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:51:52 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:00 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:09 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:25 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:52:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:05 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:22 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:30 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:38 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:46 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:53:54 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:03 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:11 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:19 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:27 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:35 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:43 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:51 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:54:59 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:08 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:24 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:55:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:05 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:22 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:30 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:38 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:46 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:56:54 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:03 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:11 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:19 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:28 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:36 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:44 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:57:52 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:00 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:09 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:16 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:24 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:32 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:40 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:48 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:58:56 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:04 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:12 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:20 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:28 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:36 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:45 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 04:59:53 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:01 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:09 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:17 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:25 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:49 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:00:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:05 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:13 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:21 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:29 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:37 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:44 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:01:53 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:01 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:09 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:18 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:25 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:33 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:41 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:50 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:02:57 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:06 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:14 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:22 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:30 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:38 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:03:47 - INFO - __main__ -   ************ Loading Data ***************
03/26/2025 05:04:20 - INFO - __main__ -   Average inference time: 8.13362624716521
